experiment_id,transcript_id,video_id,model_name,technique_name,rag_enabled,gt_name_original,gt_name_en,gt_unit_original,gt_unit_en,pred_name_original,pred_name_en,pred_unit_original,pred_unit_en
558,8,8,Qwen 2.5 3B Instruct,structured-output,false,Serbuk Ketumbar,Coriander Powder,,,serbuk ketumbar,turmeric powder,,
558,8,8,Qwen 2.5 3B Instruct,structured-output,false,Serbuk Kunyit,Turmeric Powder,,,serbuk ketumbar,turmeric powder,,
558,8,8,Qwen 2.5 3B Instruct,structured-output,false,Serbuk Jintan Manis,Fennel Powder,,,serbuk jintan manis,cumin seeds,,
558,8,8,Qwen 2.5 3B Instruct,structured-output,false,Serbuk Jintan Putih,Cumin Powder,,,serbuk jintan putih,white cumin seeds,,
558,8,8,Qwen 2.5 3B Instruct,structured-output,false,Serbuk Kunyit,Turmeric Powder,,,serbuk kunyit,turmeric powder,,
558,8,8,Qwen 2.5 3B Instruct,structured-output,false,,,,,ayam,chicken,,
558,8,8,Qwen 2.5 3B Instruct,structured-output,false,,,,,beras basmati,basmati rice,,
558,8,8,Qwen 2.5 3B Instruct,structured-output,false,,,,,bawang besar,large garlic cloves,,
558,8,8,Qwen 2.5 3B Instruct,structured-output,false,Bawang Putih,Garlic,ulas,,bawang putih,white garlic cloves,,
558,8,8,Qwen 2.5 3B Instruct,structured-output,false,Daun Kari,Curry Leaves,tangkai,,daun kari,coriander leaves,,
558,8,8,Qwen 2.5 3B Instruct,structured-output,false,Air,Water,,,air,water,,
558,8,8,Qwen 2.5 3B Instruct,structured-output,false,Air,Water,,,air,water,,
558,8,8,Qwen 2.5 3B Instruct,structured-output,false,Air,Water,,,air,water,,
558,8,8,Qwen 2.5 3B Instruct,structured-output,false,Santan,Coconut Milk,,,santan,tamarind milk,,
558,8,8,Qwen 2.5 3B Instruct,structured-output,false,,,,,gula Melaka kecil,small palm sugar,,
558,8,8,Qwen 2.5 3B Instruct,structured-output,false,Terung,Eggplant,,,terung,beansprouts,,
558,8,8,Qwen 2.5 3B Instruct,structured-output,false,Kacang Panjang,Long Beans,,,kacang panjang,long beans,,
558,8,8,Qwen 2.5 3B Instruct,structured-output,false,Lada Besar,Large Chilli,biji,,lada besar,large black pepper corns,,
558,8,8,Qwen 2.5 3B Instruct,structured-output,false,Cili Padi,Bird's Eye Chilli,biji,,cili padi,bird's eye chili peppers,,
559,9,9,Qwen 2.5 3B Instruct,structured-output,false,,,,,lima biji pisang,five bananas,,
559,9,9,Qwen 2.5 3B Instruct,structured-output,false,,,,,empat ketul kecil gula Melaka,four small coconut milk packets,,
559,9,9,Qwen 2.5 3B Instruct,structured-output,false,,,,,setengah cawan air,half a cup of water,,
559,9,9,Qwen 2.5 3B Instruct,structured-output,false,,,,,secubit garam,a pinch of salt,,
559,9,9,Qwen 2.5 3B Instruct,structured-output,false,,,,,sagu yang dah masak,cooked tapioca starch,,
560,10,10,Qwen 2.5 3B Instruct,structured-output,false,,,,,2 lada benggala,2 cloves of garlic,,
560,10,10,Qwen 2.5 3B Instruct,structured-output,false,,,,,2 bawang merah,2 shallots,,
560,10,10,Qwen 2.5 3B Instruct,structured-output,false,,,,,5 ulas bawang putih,5 cloves of garlic,,
560,10,10,Qwen 2.5 3B Instruct,structured-output,false,,,,,5 cili padi,5 dried chili peppers,,
561,11,11,Qwen 2.5 3B Instruct,structured-output,false,susu cair,Evaporated Milk,tin,,susu cair,canned milk,,
561,11,11,Qwen 2.5 3B Instruct,structured-output,false,fresh milk,Fresh Milk,cawan,,milk,fresh milk,,
561,11,11,Qwen 2.5 3B Instruct,structured-output,false,air,Water,cawan,,air,water,,
561,11,11,Qwen 2.5 3B Instruct,structured-output,false,susu pekat,Sweetened Condensed Milk ,cawan,,susu pekat,full cream milk,,
561,11,11,Qwen 2.5 3B Instruct,structured-output,false,agar agar,Agar,gram,,agar-agar,agar agar,gram,
561,11,11,Qwen 2.5 3B Instruct,structured-output,false,buah naga,Dragon Fruit ,biji,,buah naga,dragon fruit,,
561,11,11,Qwen 2.5 3B Instruct,structured-output,false,air laici,Lychee water,cawan,,air laici,coconut water,,
562,12,12,Qwen 2.5 3B Instruct,structured-output,false,,,,,2 biji telur,2 eggs,,
562,12,12,Qwen 2.5 3B Instruct,structured-output,false,,,,,3 per 4 cawan gula,3/4 cup sugar,cawan,cup
562,12,12,Qwen 2.5 3B Instruct,structured-output,false,,,,,setengah cawan minyak masak,half cup cooking oil,cawan,cup
562,12,12,Qwen 2.5 3B Instruct,structured-output,false,,,,,setengah cawan fresh milk,half cup fresh milk,cawan,cup
562,12,12,Qwen 2.5 3B Instruct,structured-output,false,,,,,2 cawan tepung gandum,2 cups all-purpose flour,cawan,cup
562,12,12,Qwen 2.5 3B Instruct,structured-output,false,,,,,1 penutup esen vanila,vanilla essence,,
562,12,12,Qwen 2.5 3B Instruct,structured-output,false,,,,,2 sudu kecil baking powder,2 teaspoons baking powder,sudu kecil,teaspoon
562,12,12,Qwen 2.5 3B Instruct,structured-output,false,,,,,setengah sudu kecil garam,half teaspoon salt,sudu kecil,teaspoon
564,14,14,Qwen 2.5 3B Instruct,structured-output,false,,,,,2 cawan gula,2 cups sugar,,
564,14,14,Qwen 2.5 3B Instruct,structured-output,false,,,,,2 cawan whipping cream,2 cups whipping cream,,
564,14,14,Qwen 2.5 3B Instruct,structured-output,false,,,,,1 blok unsalted butter,1 block unsalted butter,,
564,14,14,Qwen 2.5 3B Instruct,structured-output,false,,,,,1 penutup esen vanila,1 vanilla essence,,
564,14,14,Qwen 2.5 3B Instruct,structured-output,false,,,,,1 setengah sudu kecil garam,1/2 teaspoon salt,,
564,14,14,Qwen 2.5 3B Instruct,structured-output,false,,,,,500 gram cornflakes,500 grams cornflakes,,
565,15,15,Qwen 2.5 3B Instruct,structured-output,false,unsalted butter,unsalted butter,blok,,unsalted butter,unsalted butter,gram,grams
565,15,15,Qwen 2.5 3B Instruct,structured-output,false,,,,,icing sugar,icing sugar,cawan,cup
565,15,15,Qwen 2.5 3B Instruct,structured-output,false,,,,,white egg,white egg,,
565,15,15,Qwen 2.5 3B Instruct,structured-output,false,esen vanila,vanilla essence,penutup,,vanilla essence,vanilla essence,,
565,15,15,Qwen 2.5 3B Instruct,structured-output,false,garam,salt,sudu kecil,,salt,salt,,
565,15,15,Qwen 2.5 3B Instruct,structured-output,false,,,,,corn flour,corn flour,,
565,15,15,Qwen 2.5 3B Instruct,structured-output,false,,,,,whole wheat flour,whole wheat flour,,
566,16,16,Qwen 2.5 3B Instruct,structured-output,false,,,,,tembikai fresh,watermelon,,
566,16,16,Qwen 2.5 3B Instruct,structured-output,false,,,,,limau kasturi,orange juice,,
566,16,16,Qwen 2.5 3B Instruct,structured-output,false,,,,,tebikai,rose water,,
566,16,16,Qwen 2.5 3B Instruct,structured-output,false,,,,,air sparkling,sparkling water,,
567,17,17,Qwen 2.5 3B Instruct,structured-output,false,,,,,daging frozen,frozen meat,,
567,17,17,Qwen 2.5 3B Instruct,structured-output,false,,,,,bawang merah,red onion,,
567,17,17,Qwen 2.5 3B Instruct,structured-output,false,,,,,bawang putih,white onion,,
567,17,17,Qwen 2.5 3B Instruct,structured-output,false,,,,,cili kisar,chili pepper,,
567,17,17,Qwen 2.5 3B Instruct,structured-output,false,,,,,sos tiram,soy sauce,,
567,17,17,Qwen 2.5 3B Instruct,structured-output,false,,,,,sos tomato,tomato sauce,,
567,17,17,Qwen 2.5 3B Instruct,structured-output,false,,,,,sos cili,chili sauce,,
567,17,17,Qwen 2.5 3B Instruct,structured-output,false,,,,,kicap manis,sweet soy sauce,,
567,17,17,Qwen 2.5 3B Instruct,structured-output,false,,,,,pati ayam,chicken paste,,
568,18,18,Qwen 2.5 3B Instruct,structured-output,false,,,,,1 cawan air,1 cup water,,cup
568,18,18,Qwen 2.5 3B Instruct,structured-output,false,,,,,1/4 cawan air,1/4 cup water,,cup
568,18,18,Qwen 2.5 3B Instruct,structured-output,false,,,,,1 sudu makan yis,1 teaspoon yis (presumably a typo for yeast),,teaspoon
568,18,18,Qwen 2.5 3B Instruct,structured-output,false,,,,,1/4 cawan brown sugar,1/4 cup brown sugar,,cup
568,18,18,Qwen 2.5 3B Instruct,structured-output,false,,,,,4 cawan tepung gandum,4 cups all-purpose flour,,cup
571,21,21,Qwen 2.5 3B Instruct,structured-output,false,air,Water,cawan,,air,water,cawan,cup
571,21,21,Qwen 2.5 3B Instruct,structured-output,false,air,Water,sudu_besar,,air,water,cawan,cup
571,21,21,Qwen 2.5 3B Instruct,structured-output,false,air,Water,cawan,,air,water,cawan,cup
571,21,21,Qwen 2.5 3B Instruct,structured-output,false,yeast,Yeast,sudu_besar,,yeast,yeast,,
571,21,21,Qwen 2.5 3B Instruct,structured-output,false,brown sugar,Brown sugar,cawan,,brown sugar,brown sugar,per empat cawan,quarter cup
571,21,21,Qwen 2.5 3B Instruct,structured-output,false,,,,,flour,flour,,
574,24,24,Qwen 2.5 3B Instruct,structured-output,false,cooking cream,Cooking cream,cawan,,Cooking cream,cooking cream,,
574,24,24,Qwen 2.5 3B Instruct,structured-output,false,chocolate chips,Chocolate chips,cawan,,Chocolate chips,chocolate chips,,
574,24,24,Qwen 2.5 3B Instruct,structured-output,false,whipping cream,Whipping cream,keping,,Whipping cream,whipping cream,,
575,25,25,Qwen 2.5 3B Instruct,structured-output,false,,,,,sudut kecil,tablespoon,sudut kecil,tablespoon
575,25,25,Qwen 2.5 3B Instruct,structured-output,false,,,,,ulas,clove,ulas,clove
575,25,25,Qwen 2.5 3B Instruct,structured-output,false,,,,,biji bawang putih,white onion,biji bawang putih,pieces of white onion
575,25,25,Qwen 2.5 3B Instruct,structured-output,false,serai,Lemongrass,batang,,serai,lemongrass,serai,stem of lemongrass
575,25,25,Qwen 2.5 3B Instruct,structured-output,false,,,,,biji bawang merah,red onion,biji bawang merah,piece of red onion
575,25,25,Qwen 2.5 3B Instruct,structured-output,false,cili padi,Bird's eye chilies,biji,,cili padi,chili pepper,cili padi,pieces of chili pepper
575,25,25,Qwen 2.5 3B Instruct,structured-output,false,ikan merah,Red snapper,,,ikan merah,red fish,ikan merah,piece of red fish
575,25,25,Qwen 2.5 3B Instruct,structured-output,false,ikan merah,Red snapper,,,ikan merah,red fish,ikan merah,piece of red fish
575,25,25,Qwen 2.5 3B Instruct,structured-output,false,tomato,Tomato,biji,,tomato,tomato,tomato,piece of tomato
576,26,26,Qwen 2.5 3B Instruct,structured-output,false,,,,,cawan tepung gandum,cup all-purpose flour,cawan,cup
576,26,26,Qwen 2.5 3B Instruct,structured-output,false,,,,,setengah sudu kecil garam,1/2 teaspoon salt,sudu kecil,teaspoon
576,26,26,Qwen 2.5 3B Instruct,structured-output,false,,,,,setengah sudu kecil cinnamon,1/2 teaspoon cinnamon,sudu kecil,teaspoon
576,26,26,Qwen 2.5 3B Instruct,structured-output,false,,,,,satu setengah sudu kecil baking powder,1/2 cup baking powder,,
576,26,26,Qwen 2.5 3B Instruct,structured-output,false,,,,,satu sudu makan gula,1 cup sugar,sudu makan,cup
576,26,26,Qwen 2.5 3B Instruct,structured-output,false,,,,,satu biji telur,1 egg,biji,piece
576,26,26,Qwen 2.5 3B Instruct,structured-output,false,,,,,tiga sudu makan gula,3 cups sugar,,
576,26,26,Qwen 2.5 3B Instruct,structured-output,false,,,,,tiga sudu air,3 cups water,,
577,27,27,Qwen 2.5 3B Instruct,structured-output,false,,,,,2 batang serai,2 pieces of lemongrass,,
577,27,27,Qwen 2.5 3B Instruct,structured-output,false,halia,Ginger,,,Halia,Fish,,
577,27,27,Qwen 2.5 3B Instruct,structured-output,false,halia,Ginger,,,Halia,Fish,,
577,27,27,Qwen 2.5 3B Instruct,structured-output,false,daun limau purut,Kaffir lime leaves,helai,,Daun limau purut,Lemon grass leaves,,
577,27,27,Qwen 2.5 3B Instruct,structured-output,false,lengkuas,Galangal,,,Lengkuas,Galangal,,
577,27,27,Qwen 2.5 3B Instruct,structured-output,false,,,,,Biji bawang putih,Garlic cloves,,
577,27,27,Qwen 2.5 3B Instruct,structured-output,false,cili padi,Bird's eye chilies,biji,,Cili padi,Chili peppers,,
577,27,27,Qwen 2.5 3B Instruct,structured-output,false,,,,,Kelepek,Fish sauce (kecap manis),,
577,27,27,Qwen 2.5 3B Instruct,structured-output,false,,,,,Garam dan gula,Salt and sugar,,
578,28,28,Qwen 2.5 3B Instruct,structured-output,false,chia seeds,Chia seeds,cawan,,7 biji kurma,chia seeds,biji,
578,28,28,Qwen 2.5 3B Instruct,structured-output,false,,,,,2 cawan dash lady full cream milk,"full cream milk, 2 cups",cawan,
578,28,28,Qwen 2.5 3B Instruct,structured-output,false,,,,,setengah cawan santan,half cup of coconut milk,,cawan
579,29,29,Qwen 2.5 3B Instruct,structured-output,false,,,,,5 ulas bawang putih,5 cloves garlic,,
579,29,29,Qwen 2.5 3B Instruct,structured-output,false,,,,,halia sebesar ibu jari,1 clove garlic (shallot),,
579,29,29,Qwen 2.5 3B Instruct,structured-output,false,,,,,lengkuas sebesar ibu jari,1 piece galangal (leung kua),,
579,29,29,Qwen 2.5 3B Instruct,structured-output,false,,,,,seketul kunyit hidup,1 piece fresh turmeric (kunyit),,
579,29,29,Qwen 2.5 3B Instruct,structured-output,false,,,,,1 sudu kecil biji ketumbar,1/2 teaspoon coriander seeds (ketumbar),,
579,29,29,Qwen 2.5 3B Instruct,structured-output,false,,,,,1 sudu kecil jintan putih,1/2 teaspoon white mustard seeds (jintan putih),,
579,29,29,Qwen 2.5 3B Instruct,structured-output,false,,,,,2 biji buah keras,2 pieces of hard-boiled eggs (buah keras),,
579,29,29,Qwen 2.5 3B Instruct,structured-output,false,,,,,1 sudu cili kisar,1/2 teaspoon chili powder (cili kisar),,
579,29,29,Qwen 2.5 3B Instruct,structured-output,false,,,,,2 batang serai,2 pieces of lemongrass (serai),,
579,29,29,Qwen 2.5 3B Instruct,structured-output,false,,,,,2 helai daun salam,2 leaves of lemongrass (daun salam),,
579,29,29,Qwen 2.5 3B Instruct,structured-output,false,,,,,2 helai daun kunyit,2 pieces of turmeric leaves (daun kunyit),,
579,29,29,Qwen 2.5 3B Instruct,structured-output,false,bawang besar,Large onion,,,bawang besar,large onions (bawang besar),,
579,29,29,Qwen 2.5 3B Instruct,structured-output,false,,,,,1 sudu cili kisar,1/2 teaspoon chili powder (cili kisar),,
579,29,29,Qwen 2.5 3B Instruct,structured-output,false,,,,,1 kotak kecil santan,1 small cup of coconut milk (kecil santan),,
579,29,29,Qwen 2.5 3B Instruct,structured-output,false,,,,,3 ke 4 helai daun limau purut,3 to 4 leaves of lemon grass (daun limau purut),,
580,30,30,Qwen 2.5 3B Instruct,structured-output,false,roti,Bread,,,roti,bread,,
580,30,30,Qwen 2.5 3B Instruct,structured-output,false,aiskrim,Ice cream,,,iskrim,ice cream,,
581,31,31,Qwen 2.5 3B Instruct,structured-output,false,,,,,4 ulas bawang putih,4 cloves garlic,,
581,31,31,Qwen 2.5 3B Instruct,structured-output,false,,,,,3 cili padi,3 green chili peppers,,
581,31,31,Qwen 2.5 3B Instruct,structured-output,false,,,,,1 sudu butter,1 tablespoon butter,,
581,31,31,Qwen 2.5 3B Instruct,structured-output,false,,,,,2 tangkai daun kari,2 stalks of curry leaves,,
581,31,31,Qwen 2.5 3B Instruct,structured-output,false,,,,,Setengah tin susu cair,Half a can of milk,,
581,31,31,Qwen 2.5 3B Instruct,structured-output,false,,,,,Setengah keping cheese,Half a piece of cheese,,
582,32,32,Qwen 2.5 3B Instruct,structured-output,false,,,,,1 tin buah peach,peach (tinned),,
582,32,32,Qwen 2.5 3B Instruct,structured-output,false,,,,,1 per 4 cawan gula,sugar (tablespoon),per 4 cawan,
582,32,32,Qwen 2.5 3B Instruct,structured-output,false,,,,,cinnamon ataupun serbuk kayu manis,cinnamon powder (tablespoon),,
582,32,32,Qwen 2.5 3B Instruct,structured-output,false,,,,,1 cawan tepung gandum,all-purpose flour (cup),,
582,32,32,Qwen 2.5 3B Instruct,structured-output,false,,,,,setengah cawan gula,sugar (tablespoon),,
582,32,32,Qwen 2.5 3B Instruct,structured-output,false,,,,,2 teaspoon baking powder,baking powder (teaspoon),,
582,32,32,Qwen 2.5 3B Instruct,structured-output,false,,,,,2 peruntuk kecil esen vanila,vanilla essence (tablespoon),,
582,32,32,Qwen 2.5 3B Instruct,structured-output,false,,,,,2 sudu butter,butter (tablespoon),,
582,32,32,Qwen 2.5 3B Instruct,structured-output,false,,,,,1 biji telur,egg (piece),,
583,33,33,Qwen 2.5 3B Instruct,structured-output,false,,,,,4 ulas bawang putih yang dah chop-chop,4 cloves of chopped garlic,,
585,35,35,Qwen 2.5 3B Instruct,structured-output,false,,,,,setengah cawan gula,half cup of sugar,,
585,35,35,Qwen 2.5 3B Instruct,structured-output,false,roti,bread,keping,,roti,bread,,
585,35,35,Qwen 2.5 3B Instruct,structured-output,false,,,,,krimer sejat FNN,FNN light cream,,
585,35,35,Qwen 2.5 3B Instruct,structured-output,false,,,,,krimer manis FNN,FNN sweet cream,,
585,35,35,Qwen 2.5 3B Instruct,structured-output,false,,,,,penutup kecil esen vanila dengan garam sikit,vanilla bean with a little salt,,
586,36,36,Qwen 2.5 3B Instruct,structured-output,false,,,,,1 tin buah longan,1 can of longan,,
586,36,36,Qwen 2.5 3B Instruct,structured-output,false,,,,,1 liter air,1 liter water,,
586,36,36,Qwen 2.5 3B Instruct,structured-output,false,,,,,10 biji kurma merah,10 pieces of red durian,,
586,36,36,Qwen 2.5 3B Instruct,structured-output,false,,,,,2-3 biji gula batu,2-3 pieces of rock sugar,,
586,36,36,Qwen 2.5 3B Instruct,structured-output,false,,,,,1 ketul kecik gula melaka,1 small piece of palm sugar,,
587,37,37,Qwen 2.5 3B Instruct,structured-output,false,,,,,2 biji bawang merah,2 cloves of garlic,biji,cloves
587,37,37,Qwen 2.5 3B Instruct,structured-output,false,,,,,5 cili padi,5 green chili peppers,,
587,37,37,Qwen 2.5 3B Instruct,structured-output,false,,,,,3 lada besar yang dah potong kasar,3 large chopped peppercorns,lada besar yang dah potong kasar,
587,37,37,Qwen 2.5 3B Instruct,structured-output,false,,,,,4 ulas bawang putih,4 cloves of white garlic,ulas,
587,37,37,Qwen 2.5 3B Instruct,structured-output,false,,,,,1 batang serai yang dah diketuk,1 stalk of lemongrass that has been pounded,batang serai yang dah diketuk,
587,37,37,Qwen 2.5 3B Instruct,structured-output,false,serbuk kunyit,turmeric powder,,,Serbuk kunyit,Turmeric powder,,
587,37,37,Qwen 2.5 3B Instruct,structured-output,false,,,,,2 biji sardin,2 cans of sardines,biji,
587,37,37,Qwen 2.5 3B Instruct,structured-output,false,bawang merah,shallot,biji,,Bawang merah,Red onion,,
587,37,37,Qwen 2.5 3B Instruct,structured-output,false,bawang putih,garlic,ulas,,Bawang putih,White onion,,
587,37,37,Qwen 2.5 3B Instruct,structured-output,false,,,,,Ikan bilis,Prawns,,
587,37,37,Qwen 2.5 3B Instruct,structured-output,false,,,,,Cili kering yang telah diencerkan dalam air,Dried chili that has been soaked in water,,
587,37,37,Qwen 2.5 3B Instruct,structured-output,false,,,,,Nasi putih,White rice,,
587,37,37,Qwen 2.5 3B Instruct,structured-output,false,,,,,Perencah nasi goreng instant,Instant fried rice seasoning,,
587,37,37,Qwen 2.5 3B Instruct,structured-output,false,,,,,Telur goreng,Egg fried,,
588,38,38,Qwen 2.5 3B Instruct,structured-output,false,ayam,chicken,biji,,ayam,chicken,,
588,38,38,Qwen 2.5 3B Instruct,structured-output,false,,,,,black pepper,black pepper,,
588,38,38,Qwen 2.5 3B Instruct,structured-output,false,sos tiram,oyster sauce,sudu_besar,,sos tiram,soy sauce,,
588,38,38,Qwen 2.5 3B Instruct,structured-output,false,,,,,lada besar,tablespoon of pepper corns,,
588,38,38,Qwen 2.5 3B Instruct,structured-output,false,cili padi,bird’s eye chili,biji,,cili padi,chili peppers,,
588,38,38,Qwen 2.5 3B Instruct,structured-output,false,,,,,bawang merah,red onion,,
589,39,39,Qwen 2.5 3B Instruct,structured-output,false,,,,,1 kg tepung gandum,1 kg all-purpose flour,,
589,39,39,Qwen 2.5 3B Instruct,structured-output,false,,,,,1 kg tepung gandum,1 kg all-purpose flour,,
589,39,39,Qwen 2.5 3B Instruct,structured-output,false,,,,,1 paket yeast,1 packet of yeast,,
589,39,39,Qwen 2.5 3B Instruct,structured-output,false,,,,,2 sudu gula,2 tablespoons of sugar,,
589,39,39,Qwen 2.5 3B Instruct,structured-output,false,,,,,1 garam,1 teaspoon of salt,,
589,39,39,Qwen 2.5 3B Instruct,structured-output,false,,,,,1 bawang holland,1 onion (broad),,
589,39,39,Qwen 2.5 3B Instruct,structured-output,false,,,,,1 mangkuk kacang panjang,1 cup of spinach (fresh),,
589,39,39,Qwen 2.5 3B Instruct,structured-output,false,,,,,1 mangkuk air,1 cup of water (boiling),,
589,39,39,Qwen 2.5 3B Instruct,structured-output,false,,,,,3 cili padi,3 green chili peppers (fresh),,
589,39,39,Qwen 2.5 3B Instruct,structured-output,false,,,,,2 ulas bawang putih,2 cloves of white garlic (fresh),,
589,39,39,Qwen 2.5 3B Instruct,structured-output,false,,,,,2 sudu gula melaka,2 tablespoons of palm sugar (raw),,
589,39,39,Qwen 2.5 3B Instruct,structured-output,false,,,,,1 sudu kicap,1 tablespoon of soy sauce (raw),,
589,39,39,Qwen 2.5 3B Instruct,structured-output,false,,,,,1 sudu sos ikan,1 tablespoon of fish sauce (raw),,
590,40,40,Qwen 2.5 3B Instruct,structured-output,false,,,,,6 batang serai,6 lemongrass stalks,,
590,40,40,Qwen 2.5 3B Instruct,structured-output,false,,,,,2 biji bawang merah saiz besar,2 large shallots,,
590,40,40,Qwen 2.5 3B Instruct,structured-output,false,,,,,6 ulas bawang putih dengan halia sebesar ibu jari,6 cloves of garlic with a thumb-sized piece of ginger,,
590,40,40,Qwen 2.5 3B Instruct,structured-output,false,,,,,5 sudu udang kering,5 tablespoons of dried shrimp,,
590,40,40,Qwen 2.5 3B Instruct,structured-output,false,,,,,1 hingga 2 sudu cili kisar,1 to 2 teaspoons of chili powder,,
590,40,40,Qwen 2.5 3B Instruct,structured-output,false,,,,,4 sudu rempah kari,4 tablespoons of curry powder,,
590,40,40,Qwen 2.5 3B Instruct,structured-output,false,,,,,1 sudu cili,1 teaspoon of chili powder,,
590,40,40,Qwen 2.5 3B Instruct,structured-output,false,ayam,chicken,,,Ayam,Chicken,,
590,40,40,Qwen 2.5 3B Instruct,structured-output,false,,,,,2 kotak kecil santan,2 small coconut milk containers,,
590,40,40,Qwen 2.5 3B Instruct,structured-output,false,,,,,2 kotak kecil santan,2 small coconut milk containers,,
590,40,40,Qwen 2.5 3B Instruct,structured-output,false,,,,,Air secukup rasa,Water to taste,,
590,40,40,Qwen 2.5 3B Instruct,structured-output,false,,,,,"Garam, gula, sebut, perasa semua","Salt, sugar, MSG, and flavoring all together",,
590,40,40,Qwen 2.5 3B Instruct,structured-output,false,,,,,"Tahu goreng, ikan balik, kepiting","Deep-fried tofu, fish balls, and shrimp",,
590,40,40,Qwen 2.5 3B Instruct,structured-output,false,sambal tumis,chili paste,,,Sambal tumis,Stir-fried sambal,,
593,43,43,Qwen 2.5 3B Instruct,structured-output,false,,,,,400 ml air,400 ml water,,milliliters
593,43,43,Qwen 2.5 3B Instruct,structured-output,false,,,,,satu tin susu cair,one can of milk,,can
593,43,43,Qwen 2.5 3B Instruct,structured-output,false,,,,,serbuk kristal jelly nona yang flavour lychee,jelly powder flavor lychee,,packet
593,43,43,Qwen 2.5 3B Instruct,structured-output,false,,,,,serbuk kristal jelly nona yang flavour strawberry,jelly powder flavor strawberry,,packet
593,43,43,Qwen 2.5 3B Instruct,structured-output,false,,,,,400 ml air tin,400 ml lychee juice,,milliliters
593,43,43,Qwen 2.5 3B Instruct,structured-output,false,,,,,2 sudu susu pekat,2 tablespoons of thick milk,,tablespoons
593,43,43,Qwen 2.5 3B Instruct,structured-output,false,,,,,2 tin susu cair,2 cans of milk,,cans
594,44,44,Qwen 2.5 3B Instruct,structured-output,false,,,,,2 biji pisang,2 bananas,,
594,44,44,Qwen 2.5 3B Instruct,structured-output,false,,,,,1 biji telur,1 egg,,
594,44,44,Qwen 2.5 3B Instruct,structured-output,false,,,,,2 cawan oats,2 cups of oats,,
594,44,44,Qwen 2.5 3B Instruct,structured-output,false,,,,,1 sudu besar garam,1 tablespoon of salt,,
594,44,44,Qwen 2.5 3B Instruct,structured-output,false,,,,,1 sudu besar black pepper,1 tablespoon of black pepper,,
594,44,44,Qwen 2.5 3B Instruct,structured-output,false,,,,,2 biji telur,2 eggs,,
595,45,45,Qwen 2.5 3B Instruct,structured-output,false,telur,egg,,,telur,egg,,
595,45,45,Qwen 2.5 3B Instruct,structured-output,false,telur,egg,,,telur,egg,,
595,45,45,Qwen 2.5 3B Instruct,structured-output,false,pisang,banana,,,pisang,banana,,
595,45,45,Qwen 2.5 3B Instruct,structured-output,false,pisang,banana,,,pisang,banana,,
596,46,46,Qwen 2.5 3B Instruct,structured-output,false,,,,,6 biji pisang yang dah betul-betul masak,6 ripe bananas,,
596,46,46,Qwen 2.5 3B Instruct,structured-output,false,,,,,2 cawan tepung gandum,2 cups all-purpose flour,cawan,cup
596,46,46,Qwen 2.5 3B Instruct,structured-output,false,,,,,2 sudu kecil bicarbonate soda,2 teaspoons baking soda,sudu kecil,teaspoon
596,46,46,Qwen 2.5 3B Instruct,structured-output,false,,,,,2 sudu kecil baking powder,2 teaspoons baking powder,sudu kecil,teaspoon
596,46,46,Qwen 2.5 3B Instruct,structured-output,false,,,,,1 sudu kecil garam,1 teaspoon salt,sudu kecil,teaspoon
596,46,46,Qwen 2.5 3B Instruct,structured-output,false,,,,,4 biji telur,4 eggs,,
596,46,46,Qwen 2.5 3B Instruct,structured-output,false,,,,,F&N creamer manis,F&N sweetened creamer,,
596,46,46,Qwen 2.5 3B Instruct,structured-output,false,,,,,1 cawan coklat cip atau coklat coins,1 cup chocolate chips or coins,,
596,46,46,Qwen 2.5 3B Instruct,structured-output,false,,,,,1 per 3 blok butter,1/3 block of butter,,
597,47,47,Qwen 2.5 3B Instruct,structured-output,false,limau nipis,lime,biji,,limau nipis,lemon,,
597,47,47,Qwen 2.5 3B Instruct,structured-output,false,limau nipis,lime,,,limau nipis,lemon,,
597,47,47,Qwen 2.5 3B Instruct,structured-output,false,susu pekat,condensed milk,,,susu pekat,full cream milk,pinggan,cup
597,47,47,Qwen 2.5 3B Instruct,structured-output,false,,,,,F&N fruitade,F&N fruit drink,pinggan,cup
597,47,47,Qwen 2.5 3B Instruct,structured-output,false,,,,,zappel,Zappel,pinggan,cup
597,47,47,Qwen 2.5 3B Instruct,structured-output,false,nata de coco,nata de coco,,,nata de coco,coconut cream,pinggan,cup
597,47,47,Qwen 2.5 3B Instruct,structured-output,false,limau nipis,lime,biji,,buah laci,lime,,
597,47,47,Qwen 2.5 3B Instruct,structured-output,false,limau nipis,lime,,,buah laci,lime,,
597,47,47,Qwen 2.5 3B Instruct,structured-output,false,buah longan,longan,,,buah longan,longan,,
598,48,48,Qwen 2.5 3B Instruct,structured-output,false,,,,,ais,ice,,
598,48,48,Qwen 2.5 3B Instruct,structured-output,false,,,,,"buah naga, buah laici, buah cocktail","mango, kiwi, pineapple chunks",,
598,48,48,Qwen 2.5 3B Instruct,structured-output,false,air yogurt,drinkable yogurt,,,air yogurt,plain yogurt,,
598,48,48,Qwen 2.5 3B Instruct,structured-output,false,susu cair,evaporated milk,,,susu cair,milk,,
598,48,48,Qwen 2.5 3B Instruct,structured-output,false,susu cair,evaporated milk,,,susu cair,milk,,
