experiment_id,video_id,model_name,technique_name,rag_enabled,gt_ingredient_count,pred_ingredient_count,true_positives,false_positives
762,12,Gemma-SEA-LION v4 4B,structured-output,false,17,0,0,0
763,13,Gemma-SEA-LION v4 4B,structured-output,false,13,15,0,15
764,14,Gemma-SEA-LION v4 4B,structured-output,false,26,6,1,5
765,15,Gemma-SEA-LION v4 4B,structured-output,false,9,0,0,0
766,16,Gemma-SEA-LION v4 4B,structured-output,false,11,6,0,6
767,17,Gemma-SEA-LION v4 4B,structured-output,false,18,11,0,11
768,18,Gemma-SEA-LION v4 4B,structured-output,false,17,10,3,7
769,19,Gemma-SEA-LION v4 4B,structured-output,false,17,10,2,8
770,20,Gemma-SEA-LION v4 4B,structured-output,false,17,11,2,9
771,21,Gemma-SEA-LION v4 4B,structured-output,false,13,7,7,0
772,22,Gemma-SEA-LION v4 4B,structured-output,false,15,0,0,0
773,23,Gemma-SEA-LION v4 4B,structured-output,false,15,0,0,0
774,24,Gemma-SEA-LION v4 4B,structured-output,false,3,3,0,3
775,25,Gemma-SEA-LION v4 4B,structured-output,false,16,13,5,8
776,26,Gemma-SEA-LION v4 4B,structured-output,false,12,10,10,0
777,27,Gemma-SEA-LION v4 4B,structured-output,false,15,9,8,1
778,28,Gemma-SEA-LION v4 4B,structured-output,false,20,7,6,1
779,29,Gemma-SEA-LION v4 4B,structured-output,false,17,15,14,1
780,30,Gemma-SEA-LION v4 4B,structured-output,false,2,2,2,0
781,31,Gemma-SEA-LION v4 4B,structured-output,false,9,8,7,1
782,32,Gemma-SEA-LION v4 4B,structured-output,false,12,11,11,0
783,33,Gemma-SEA-LION v4 4B,structured-output,false,11,12,9,3
784,34,Gemma-SEA-LION v4 4B,structured-output,false,15,12,10,2
785,35,Gemma-SEA-LION v4 4B,structured-output,false,8,6,3,3
786,36,Gemma-SEA-LION v4 4B,structured-output,false,12,5,5,0
787,37,Gemma-SEA-LION v4 4B,structured-output,false,11,9,7,2
788,38,Gemma-SEA-LION v4 4B,structured-output,false,9,12,7,5
789,39,Gemma-SEA-LION v4 4B,structured-output,false,15,10,4,6
790,40,Gemma-SEA-LION v4 4B,structured-output,false,13,10,7,3
791,41,Gemma-SEA-LION v4 4B,structured-output,false,15,0,0,0
792,42,Gemma-SEA-LION v4 4B,structured-output,false,14,12,12,0
793,43,Gemma-SEA-LION v4 4B,structured-output,false,15,11,9,2
794,44,Gemma-SEA-LION v4 4B,structured-output,false,32,11,11,0
795,45,Gemma-SEA-LION v4 4B,structured-output,false,7,3,3,0
796,46,Gemma-SEA-LION v4 4B,structured-output,false,18,0,0,0
797,47,Gemma-SEA-LION v4 4B,structured-output,false,12,3,2,1
798,48,Gemma-SEA-LION v4 4B,structured-output,false,21,7,4,3
799,49,Gemma-SEA-LION v4 4B,structured-output,false,18,0,0,0
800,50,Gemma-SEA-LION v4 4B,structured-output,false,15,6,5,1
801,1,MedGemma 4B,zero-shot,false,16,17,14,3
802,2,MedGemma 4B,zero-shot,false,12,7,6,1
803,3,MedGemma 4B,zero-shot,false,12,12,10,2
804,4,MedGemma 4B,zero-shot,false,20,16,7,9
805,5,MedGemma 4B,zero-shot,false,14,13,11,2
806,6,MedGemma 4B,zero-shot,false,16,11,8,3
807,7,MedGemma 4B,zero-shot,false,8,4,1,3
808,8,MedGemma 4B,zero-shot,false,38,17,16,1
809,9,MedGemma 4B,zero-shot,false,8,4,4,0
810,10,MedGemma 4B,zero-shot,false,15,12,11,1
811,11,MedGemma 4B,zero-shot,false,8,8,6,2
812,12,MedGemma 4B,zero-shot,false,17,11,2,9
813,13,MedGemma 4B,zero-shot,false,13,17,1,16
814,14,MedGemma 4B,zero-shot,false,26,7,1,6
815,15,MedGemma 4B,zero-shot,false,9,12,3,9
816,16,MedGemma 4B,zero-shot,false,11,9,0,9
817,17,MedGemma 4B,zero-shot,false,18,15,1,14
818,18,MedGemma 4B,zero-shot,false,17,11,3,8
819,19,MedGemma 4B,zero-shot,false,17,10,2,8
820,20,MedGemma 4B,zero-shot,false,17,14,2,12
821,21,MedGemma 4B,zero-shot,false,13,10,9,1
822,22,MedGemma 4B,zero-shot,false,15,13,12,1
823,23,MedGemma 4B,zero-shot,false,15,17,13,4
824,24,MedGemma 4B,zero-shot,false,3,3,3,0
825,25,MedGemma 4B,zero-shot,false,16,17,12,5
826,26,MedGemma 4B,zero-shot,false,12,11,10,1
827,27,MedGemma 4B,zero-shot,false,15,12,11,1
828,28,MedGemma 4B,zero-shot,false,20,16,14,2
829,29,MedGemma 4B,zero-shot,false,17,16,13,3
830,30,MedGemma 4B,zero-shot,false,2,4,2,2
831,31,MedGemma 4B,zero-shot,false,9,10,8,2
832,32,MedGemma 4B,zero-shot,false,12,11,11,0
833,33,MedGemma 4B,zero-shot,false,11,15,9,6
834,34,MedGemma 4B,zero-shot,false,15,15,12,3
835,35,MedGemma 4B,zero-shot,false,8,7,3,4
836,36,MedGemma 4B,zero-shot,false,12,5,5,0
837,37,MedGemma 4B,zero-shot,false,11,15,9,6
838,38,MedGemma 4B,zero-shot,false,9,13,8,5
839,39,MedGemma 4B,zero-shot,false,15,16,10,6
840,40,MedGemma 4B,zero-shot,false,13,17,8,9
841,41,MedGemma 4B,zero-shot,false,15,10,7,3
842,42,MedGemma 4B,zero-shot,false,14,12,12,0
843,43,MedGemma 4B,zero-shot,false,15,14,11,3
844,44,MedGemma 4B,zero-shot,false,32,17,15,2
845,45,MedGemma 4B,zero-shot,false,7,5,3,2
846,46,MedGemma 4B,zero-shot,false,18,17,14,3
847,47,MedGemma 4B,zero-shot,false,12,7,6,1
848,48,MedGemma 4B,zero-shot,false,21,17,13,4
849,49,MedGemma 4B,zero-shot,false,18,13,13,0
850,50,MedGemma 4B,zero-shot,false,15,10,7,3
851,1,MedGemma 4B,few-shot,false,16,15,12,3
852,2,MedGemma 4B,few-shot,false,12,7,6,1
853,3,MedGemma 4B,few-shot,false,12,11,9,2
854,4,MedGemma 4B,few-shot,false,20,15,10,5
855,5,MedGemma 4B,few-shot,false,14,13,11,2
856,6,MedGemma 4B,few-shot,false,16,11,8,3
857,7,MedGemma 4B,few-shot,false,8,4,1,3
858,8,MedGemma 4B,few-shot,false,38,15,13,2
859,9,MedGemma 4B,few-shot,false,8,5,5,0
860,10,MedGemma 4B,few-shot,false,15,11,11,0
861,11,MedGemma 4B,few-shot,false,8,7,6,1
862,12,MedGemma 4B,few-shot,false,17,9,2,7
863,13,MedGemma 4B,few-shot,false,13,15,1,14
864,14,MedGemma 4B,few-shot,false,26,7,1,6
865,15,MedGemma 4B,few-shot,false,9,10,3,7
866,16,MedGemma 4B,few-shot,false,11,8,0,8
867,17,MedGemma 4B,few-shot,false,18,14,0,14
868,18,MedGemma 4B,few-shot,false,17,8,3,5
869,19,MedGemma 4B,few-shot,false,17,12,2,10
870,20,MedGemma 4B,few-shot,false,17,12,2,10
871,21,MedGemma 4B,few-shot,false,13,9,8,1
872,22,MedGemma 4B,few-shot,false,15,11,10,1
873,23,MedGemma 4B,few-shot,false,15,15,13,2
874,24,MedGemma 4B,few-shot,false,3,3,3,0
875,25,MedGemma 4B,few-shot,false,16,13,9,4
876,26,MedGemma 4B,few-shot,false,12,11,10,1
877,27,MedGemma 4B,few-shot,false,15,15,13,2
878,28,MedGemma 4B,few-shot,false,20,15,14,1
879,29,MedGemma 4B,few-shot,false,17,15,11,4
880,30,MedGemma 4B,few-shot,false,2,2,2,0
881,31,MedGemma 4B,few-shot,false,9,10,8,2
882,32,MedGemma 4B,few-shot,false,12,12,12,0
883,33,MedGemma 4B,few-shot,false,11,11,8,3
884,34,MedGemma 4B,few-shot,false,15,15,12,3
885,35,MedGemma 4B,few-shot,false,8,7,6,1
886,36,MedGemma 4B,few-shot,false,12,5,5,0
887,37,MedGemma 4B,few-shot,false,11,15,9,6
888,38,MedGemma 4B,few-shot,false,9,13,8,5
889,39,MedGemma 4B,few-shot,false,15,15,10,5
890,40,MedGemma 4B,few-shot,false,13,15,8,7
891,41,MedGemma 4B,few-shot,false,15,10,8,2
892,42,MedGemma 4B,few-shot,false,14,12,12,0
893,43,MedGemma 4B,few-shot,false,15,10,8,2
894,44,MedGemma 4B,few-shot,false,32,15,13,2
895,45,MedGemma 4B,few-shot,false,7,7,4,3
896,46,MedGemma 4B,few-shot,false,18,15,12,3
897,47,MedGemma 4B,few-shot,false,12,7,5,2
898,48,MedGemma 4B,few-shot,false,21,15,11,4
899,49,MedGemma 4B,few-shot,false,18,13,13,0
900,50,MedGemma 4B,few-shot,false,15,3,2,1
901,1,MedGemma 4B,chain-of-thought,false,16,2,2,0
902,2,MedGemma 4B,chain-of-thought,false,12,7,6,1
903,3,MedGemma 4B,chain-of-thought,false,12,12,10,2
904,4,MedGemma 4B,chain-of-thought,false,20,17,7,10
905,5,MedGemma 4B,chain-of-thought,false,14,13,11,2
906,6,MedGemma 4B,chain-of-thought,false,16,11,8,3
907,7,MedGemma 4B,chain-of-thought,false,8,4,1,3
908,8,MedGemma 4B,chain-of-thought,false,38,16,15,1
909,9,MedGemma 4B,chain-of-thought,false,8,4,4,0
910,10,MedGemma 4B,chain-of-thought,false,15,12,10,2
911,11,MedGemma 4B,chain-of-thought,false,8,8,6,2
912,12,MedGemma 4B,chain-of-thought,false,17,11,2,9
913,13,MedGemma 4B,chain-of-thought,false,13,16,1,15
914,14,MedGemma 4B,chain-of-thought,false,26,6,0,6
915,15,MedGemma 4B,chain-of-thought,false,9,15,3,12
916,16,MedGemma 4B,chain-of-thought,false,11,11,0,11
917,17,MedGemma 4B,chain-of-thought,false,18,15,1,14
918,18,MedGemma 4B,chain-of-thought,false,17,12,4,8
919,19,MedGemma 4B,chain-of-thought,false,17,2,0,2
920,20,MedGemma 4B,chain-of-thought,false,17,13,2,11
921,21,MedGemma 4B,chain-of-thought,false,13,13,12,1
922,22,MedGemma 4B,chain-of-thought,false,15,13,10,3
923,23,MedGemma 4B,chain-of-thought,false,15,17,13,4
924,24,MedGemma 4B,chain-of-thought,false,3,3,3,0
925,25,MedGemma 4B,chain-of-thought,false,16,17,11,6
926,26,MedGemma 4B,chain-of-thought,false,12,12,11,1
927,27,MedGemma 4B,chain-of-thought,false,15,17,14,3
928,28,MedGemma 4B,chain-of-thought,false,20,16,15,1
929,29,MedGemma 4B,chain-of-thought,false,17,16,13,3
930,30,MedGemma 4B,chain-of-thought,false,2,4,2,2
931,31,MedGemma 4B,chain-of-thought,false,9,9,8,1
932,32,MedGemma 4B,chain-of-thought,false,12,12,12,0
933,33,MedGemma 4B,chain-of-thought,false,11,8,7,1
934,34,MedGemma 4B,chain-of-thought,false,15,17,14,3
935,35,MedGemma 4B,chain-of-thought,false,8,7,0,7
936,36,MedGemma 4B,chain-of-thought,false,12,15,8,7
937,37,MedGemma 4B,chain-of-thought,false,11,15,9,6
938,38,MedGemma 4B,chain-of-thought,false,9,13,8,5
939,39,MedGemma 4B,chain-of-thought,false,15,17,11,6
940,40,MedGemma 4B,chain-of-thought,false,13,17,8,9
941,41,MedGemma 4B,chain-of-thought,false,15,11,10,1
942,42,MedGemma 4B,chain-of-thought,false,14,12,12,0
943,43,MedGemma 4B,chain-of-thought,false,15,12,9,3
944,44,MedGemma 4B,chain-of-thought,false,32,5,4,1
945,45,MedGemma 4B,chain-of-thought,false,7,6,4,2
946,46,MedGemma 4B,chain-of-thought,false,18,15,12,3
947,47,MedGemma 4B,chain-of-thought,false,12,8,7,1
948,48,MedGemma 4B,chain-of-thought,false,21,16,11,5
949,49,MedGemma 4B,chain-of-thought,false,18,14,14,0
950,50,MedGemma 4B,chain-of-thought,false,15,8,7,1
951,1,MedGemma 4B,structured-output,false,16,16,13,3
952,2,MedGemma 4B,structured-output,false,12,7,6,1
953,3,MedGemma 4B,structured-output,false,12,11,9,2
954,4,MedGemma 4B,structured-output,false,20,16,7,9
955,5,MedGemma 4B,structured-output,false,14,13,11,2
956,6,MedGemma 4B,structured-output,false,16,16,14,2
957,7,MedGemma 4B,structured-output,false,8,4,1,3
958,8,MedGemma 4B,structured-output,false,38,16,15,1
959,9,MedGemma 4B,structured-output,false,8,4,4,0
960,10,MedGemma 4B,structured-output,false,15,12,11,1
961,11,MedGemma 4B,structured-output,false,8,8,7,1
962,12,MedGemma 4B,structured-output,false,17,9,2,7
963,13,MedGemma 4B,structured-output,false,13,16,1,15
964,14,MedGemma 4B,structured-output,false,26,6,1,5
965,15,MedGemma 4B,structured-output,false,9,11,3,8
966,16,MedGemma 4B,structured-output,false,11,7,0,7
967,17,MedGemma 4B,structured-output,false,18,14,0,14
968,18,MedGemma 4B,structured-output,false,17,12,4,8
969,19,MedGemma 4B,structured-output,false,17,13,2,11
970,20,MedGemma 4B,structured-output,false,17,13,2,11
971,21,MedGemma 4B,structured-output,false,13,17,6,11
972,22,MedGemma 4B,structured-output,false,15,10,9,1
973,23,MedGemma 4B,structured-output,false,15,12,10,2
974,24,MedGemma 4B,structured-output,false,3,3,0,3
975,25,MedGemma 4B,structured-output,false,16,13,9,4
976,26,MedGemma 4B,structured-output,false,12,10,6,4
977,27,MedGemma 4B,structured-output,false,15,12,10,2
978,28,MedGemma 4B,structured-output,false,20,16,15,1
979,29,MedGemma 4B,structured-output,false,17,16,0,16
980,30,MedGemma 4B,structured-output,false,2,2,2,0
981,31,MedGemma 4B,structured-output,false,9,9,7,2
982,32,MedGemma 4B,structured-output,false,12,12,12,0
983,33,MedGemma 4B,structured-output,false,11,12,9,3
984,34,MedGemma 4B,structured-output,false,15,15,12,3
985,35,MedGemma 4B,structured-output,false,8,8,6,2
986,36,MedGemma 4B,structured-output,false,12,6,5,1
987,37,MedGemma 4B,structured-output,false,11,16,10,6
988,38,MedGemma 4B,structured-output,false,9,15,10,5
989,39,MedGemma 4B,structured-output,false,15,16,9,7
990,40,MedGemma 4B,structured-output,false,13,17,8,9
991,41,MedGemma 4B,structured-output,false,15,10,7,3
992,42,MedGemma 4B,structured-output,false,14,12,12,0
993,43,MedGemma 4B,structured-output,false,15,14,11,3
994,44,MedGemma 4B,structured-output,false,32,16,10,6
995,45,MedGemma 4B,structured-output,false,7,6,4,2
996,46,MedGemma 4B,structured-output,false,18,16,14,2
997,47,MedGemma 4B,structured-output,false,12,3,2,1
998,48,MedGemma 4B,structured-output,false,21,17,13,4
999,49,MedGemma 4B,structured-output,false,18,16,15,1
1000,50,MedGemma 4B,structured-output,false,15,5,2,3
