experiment_id,video_id,model_name,technique_name,rag_enabled,gt_total_energy_kcal,gt_total_protein_g,gt_total_fat_g,gt_total_carbohydrate_g,pred_total_energy_kcal,pred_total_protein_g,pred_total_fat_g,pred_total_carbohydrate_g
380,30,Phi-4-mini 3.8B Instruct,structured-output,false,286.5,6.319999933242798,11.959999978542328,38.69999980926514,0.0,0.0,0.0,0.0
381,31,Phi-4-mini 3.8B Instruct,structured-output,false,641.1000003814697,30.079999938607216,39.259998835623264,46.11999953724444,0.0,0.0,0.0,0.0
382,32,Phi-4-mini 3.8B Instruct,structured-output,false,2140.499987602234,39.89999979548156,37.74999912455678,412.5999998729676,0.0,0.0,0.0,0.0
383,33,Phi-4-mini 3.8B Instruct,structured-output,false,1062.4000000953674,133.67000080272555,18.879999917000532,87.75000101327896,0.0,0.0,0.0,0.0
384,34,Phi-4-mini 3.8B Instruct,structured-output,false,1658.6000006198883,35.28000021725893,115.31000000052154,160.4299996495247,0.0,0.0,0.0,0.0
385,35,Phi-4-mini 3.8B Instruct,structured-output,false,2489.699987411499,75.89999986626208,149.42999995686114,215.8699995279312,0.0,0.0,0.0,0.0
386,36,Phi-4-mini 3.8B Instruct,structured-output,false,1736.5999999046326,11.369999960064888,1.5900000035762787,464.85000072419643,0.0,0.0,0.0,0.0
387,37,Phi-4-mini 3.8B Instruct,structured-output,false,698.7999992370605,22.939999997615814,37.740000028163195,85.1699989438057,,,,
388,38,Phi-4-mini 3.8B Instruct,structured-output,false,518.1000008583069,34.12999998033047,15.250000020489097,67.49000066518784,0.0,0.0,0.0,0.0
389,39,Phi-4-mini 3.8B Instruct,structured-output,false,4191.699996471405,116.25999984145164,17.37999999895692,877.9400005936623,0.0,0.0,0.0,0.0
390,40,Phi-4-mini 3.8B Instruct,structured-output,false,2192.099998474121,109.46999964118004,151.75999958999455,137.2499982714653,0.0,0.0,0.0,0.0
391,41,Phi-4-mini 3.8B Instruct,structured-output,false,4663.299999952316,185.49999967217445,127.98999980837107,706.6500000357628,0.0,0.0,0.0,0.0
392,42,Phi-4-mini 3.8B Instruct,structured-output,false,50556.80001091957,5211.249999925494,3428.639999749139,69.51999819278717,,,,
393,43,Phi-4-mini 3.8B Instruct,structured-output,false,3300.5,89.2500024586916,96.49999894201756,536.7999992370605,0.0,0.0,0.0,0.0
394,44,Phi-4-mini 3.8B Instruct,structured-output,false,4290.800005435944,205.55000007525086,194.45999886840582,442.84000045992434,0.0,0.0,0.0,0.0
395,45,Phi-4-mini 3.8B Instruct,structured-output,false,562.7000122070312,19.540000200271606,19.519999980926514,84.20000040531158,0.0,0.0,0.0,0.0
396,46,Phi-4-mini 3.8B Instruct,structured-output,false,6272.900017738342,150.14000002667308,162.13000022247434,1078.900000333786,0.0,0.0,0.0,0.0
397,47,Phi-4-mini 3.8B Instruct,structured-output,false,669.2000045776367,10.679999977350235,8.46000000089407,156.5,0.0,0.0,0.0,0.0
398,48,Phi-4-mini 3.8B Instruct,structured-output,false,950.00000166893,16.310000024735928,7.62999995611608,215.2800000011921,0.0,0.0,0.0,0.0
399,49,Phi-4-mini 3.8B Instruct,structured-output,false,932.0999994277954,47.1800000667572,66.24999979138374,44.01000061631203,0.0,0.0,0.0,0.0
400,50,Phi-4-mini 3.8B Instruct,structured-output,false,1531.1000008583069,16.31000006198883,67.02000000141561,236.96000039577484,0.0,0.0,0.0,0.0
401,1,Qwen 2.5 3B Instruct,zero-shot,false,544.4000000953674,28.239999897778034,14.849999971687794,73.72999906539917,,,,
402,2,Qwen 2.5 3B Instruct,zero-shot,false,8082.799968719482,219.04000005126,107.9800009727478,1526.2300002872944,0.0,0.0,0.0,0.0
403,3,Qwen 2.5 3B Instruct,zero-shot,false,450.699999332428,28.399999890476465,3.900000035762787,87.39000087976456,125.3,3.9,6.7,25.3
404,4,Qwen 2.5 3B Instruct,zero-shot,false,2557.1000022888184,126.38999999314547,75.18999978713691,345.8999995291233,468.9,26.8,17.5,53.0
405,5,Qwen 2.5 3B Instruct,zero-shot,false,1896.2999992370605,65.6999998986721,28.510000048205256,338.8499997854233,,,,
406,6,Qwen 2.5 3B Instruct,zero-shot,false,1327.400007724762,91.18999999761581,60.900000005960464,119.91999989748001,132.5,3.7,6.8,12.3
407,7,Qwen 2.5 3B Instruct,zero-shot,false,1093.2000122070312,11.199999988079071,53.05000000074506,145.94999885559082,0.0,0.0,0.0,0.0
408,8,Qwen 2.5 3B Instruct,zero-shot,false,1783.7000031471252,73.54999992996454,58.36999977566302,272.4999993443489,1389.7,14.4,4.6,318.7
409,9,Qwen 2.5 3B Instruct,zero-shot,false,1290.5000038146973,9.710000112652779,4.190000012516975,311.50000190734863,238.5,3.1,1.0,49.7
410,10,Qwen 2.5 3B Instruct,zero-shot,false,657.5000112056732,11.090000063180923,44.40999961644411,64.35000056959689,34.0,6.0,0.5,0.0
411,11,Qwen 2.5 3B Instruct,zero-shot,false,1017.3000030517578,49.0500009059906,38.89999967813492,125.5,,,,
412,12,Qwen 2.5 3B Instruct,zero-shot,false,1899.2000045776367,43.02999997884035,143.230000032112,134.70999917387962,,,,
413,13,Qwen 2.5 3B Instruct,zero-shot,false,4149.800009727478,98.50999999977648,145.8600003812462,619.4499995708466,,,,
414,14,Qwen 2.5 3B Instruct,zero-shot,false,1024.6000020503998,33.650000400841236,14.209999959915876,191.51999926567078,1253.5,11.7,97.6,205.1
415,15,Qwen 2.5 3B Instruct,zero-shot,false,78188.99999809265,1158.0400000009686,2607.309999236837,13131.669999975711,714.3,0.0,68.9,0.0
416,16,Qwen 2.5 3B Instruct,zero-shot,false,16646.6997756958,87.65999918617308,1537.6199998203665,670.2399999592453,,,,
417,17,Qwen 2.5 3B Instruct,zero-shot,false,945.2999966144562,11.690000101923943,3.1400000397115946,231.60000053048134,318.0,13.8,9.6,15.0
418,18,Qwen 2.5 3B Instruct,zero-shot,false,149153.60000145435,5262.709999926388,632.4900000095367,30058.11000019312,345.7,3.1,0.8,206.3
419,19,Qwen 2.5 3B Instruct,zero-shot,false,4526.200004577637,119.94999994337559,60.779999017715454,850.7699993941933,629.3,21.5,14.8,129.3
420,20,Qwen 2.5 3B Instruct,zero-shot,false,1969.4000005722046,61.220000348985195,28.80000004172325,358.5499994009733,,,,
421,21,Qwen 2.5 3B Instruct,zero-shot,false,4713.30001449585,136.6499999910593,78.19000017642975,843.0299996230751,873.6,6.9,92.9,87.7
422,22,Qwen 2.5 3B Instruct,zero-shot,false,738.9000034332275,21.330000068992376,6.540000203996897,154.56000113487244,135.2,8.9,6.0,13.5
423,23,Qwen 2.5 3B Instruct,zero-shot,false,536.8000018596649,46.01000007241964,8.5500000808388,82.88000102341175,628.7,35.3,9.3,26.8
424,24,Qwen 2.5 3B Instruct,zero-shot,false,2855.800003051758,31.21999990940094,184.55000019073486,305.2200000882149,235.0,3.8,19.6,32.0
425,25,Qwen 2.5 3B Instruct,zero-shot,false,793.6999994516373,92.01999977976084,9.619999911636114,91.58999973535538,687.5,32.6,14.9,27.5
426,26,Qwen 2.5 3B Instruct,zero-shot,false,2396.7999963760376,36.449999989941716,21.739999629557133,517.5799998734146,297.5,8.2,18.6,5.7
427,27,Qwen 2.5 3B Instruct,zero-shot,false,383.0999994277954,28.789999950677156,10.87999982573092,55.340000450611115,348.6,39.8,12.5,84.6
428,28,Qwen 2.5 3B Instruct,zero-shot,false,3348.600016117096,58.88000035658479,128.25000002607703,547.6900000665337,0.0,0.0,0.0,0.0
429,29,Qwen 2.5 3B Instruct,zero-shot,false,1745.7999930381775,66.85000034421682,109.60000000707805,167.2600005865097,276.8,9.8,19.8,20.7
430,30,Qwen 2.5 3B Instruct,zero-shot,false,286.5,6.319999933242798,11.959999978542328,38.69999980926514,0.0,0.0,0.0,0.0
431,31,Qwen 2.5 3B Instruct,zero-shot,false,641.1000003814697,30.079999938607216,39.259998835623264,46.11999953724444,795.2,14.3,86.3,299.2
432,32,Qwen 2.5 3B Instruct,zero-shot,false,2140.499987602234,39.89999979548156,37.74999912455678,412.5999998729676,327.5,1.4,19.8,22.5
433,33,Qwen 2.5 3B Instruct,zero-shot,false,1062.4000000953674,133.67000080272555,18.879999917000532,87.75000101327896,64.5,1.5,0.2,4.8
434,34,Qwen 2.5 3B Instruct,zero-shot,false,1658.6000006198883,35.28000021725893,115.31000000052154,160.4299996495247,215.3,12.3,7.6,13.8
435,35,Qwen 2.5 3B Instruct,zero-shot,false,2489.699987411499,75.89999986626208,149.42999995686114,215.8699995279312,736.4,65.1,92.8,46.7
436,36,Qwen 2.5 3B Instruct,zero-shot,false,1736.5999999046326,11.369999960064888,1.5900000035762787,464.85000072419643,789.5,4.0,1.4,179.5
437,37,Qwen 2.5 3B Instruct,zero-shot,false,698.7999992370605,22.939999997615814,37.740000028163195,85.1699989438057,1236.8,14.3,45.7,16.8
438,38,Qwen 2.5 3B Instruct,zero-shot,false,518.1000008583069,34.12999998033047,15.250000020489097,67.49000066518784,,,,
439,39,Qwen 2.5 3B Instruct,zero-shot,false,4191.699996471405,116.25999984145164,17.37999999895692,877.9400005936623,347.5,9.3,2.9,75.0
440,40,Qwen 2.5 3B Instruct,zero-shot,false,2192.099998474121,109.46999964118004,151.75999958999455,137.2499982714653,693.2,60.3,37.5,19.2
441,41,Qwen 2.5 3B Instruct,zero-shot,false,4663.299999952316,185.49999967217445,127.98999980837107,706.6500000357628,923.4,46.2,48.3,147.8
442,42,Qwen 2.5 3B Instruct,zero-shot,false,50556.80001091957,5211.249999925494,3428.639999749139,69.51999819278717,368.5,29.5,12.4,36.8
443,43,Qwen 2.5 3B Instruct,zero-shot,false,3300.5,89.2500024586916,96.49999894201756,536.7999992370605,,,,
444,44,Qwen 2.5 3B Instruct,zero-shot,false,4290.800005435944,205.55000007525086,194.45999886840582,442.84000045992434,428.5,14.2,19.7,48.5
445,45,Qwen 2.5 3B Instruct,zero-shot,false,562.7000122070312,19.540000200271606,19.519999980926514,84.20000040531158,0.0,0.0,0.0,0.0
446,46,Qwen 2.5 3B Instruct,zero-shot,false,6272.900017738342,150.14000002667308,162.13000022247434,1078.900000333786,679.5,26.5,24.8,79.0
447,47,Qwen 2.5 3B Instruct,zero-shot,false,669.2000045776367,10.679999977350235,8.46000000089407,156.5,1084.0,10.2,32.6,98.4
448,48,Qwen 2.5 3B Instruct,zero-shot,false,950.00000166893,16.310000024735928,7.62999995611608,215.2800000011921,748.5,11.2,2.3,74.8
449,49,Qwen 2.5 3B Instruct,zero-shot,false,932.0999994277954,47.1800000667572,66.24999979138374,44.01000061631203,0.0,0.0,0.0,0.0
450,50,Qwen 2.5 3B Instruct,zero-shot,false,1531.1000008583069,16.31000006198883,67.02000000141561,236.96000039577484,185.0,3.9,4.6,37.4
451,1,Qwen 2.5 3B Instruct,few-shot,false,544.4000000953674,28.239999897778034,14.849999971687794,73.72999906539917,,,,
452,2,Qwen 2.5 3B Instruct,few-shot,false,8082.799968719482,219.04000005126,107.9800009727478,1526.2300002872944,245.0,23.9,16.3,52.5
453,3,Qwen 2.5 3B Instruct,few-shot,false,450.699999332428,28.399999890476465,3.900000035762787,87.39000087976456,,,,
454,4,Qwen 2.5 3B Instruct,few-shot,false,2557.1000022888184,126.38999999314547,75.18999978713691,345.8999995291233,,,,
455,5,Qwen 2.5 3B Instruct,few-shot,false,1896.2999992370605,65.6999998986721,28.510000048205256,338.8499997854233,,,,
456,6,Qwen 2.5 3B Instruct,few-shot,false,1327.400007724762,91.18999999761581,60.900000005960464,119.91999989748001,324.0,6.5,27.6,4.9
457,7,Qwen 2.5 3B Instruct,few-shot,false,1093.2000122070312,11.199999988079071,53.05000000074506,145.94999885559082,245.0,2.8,3.6,42.5
458,8,Qwen 2.5 3B Instruct,few-shot,false,1783.7000031471252,73.54999992996454,58.36999977566302,272.4999993443489,,,,
459,9,Qwen 2.5 3B Instruct,few-shot,false,1290.5000038146973,9.710000112652779,4.190000012516975,311.50000190734863,182.0,3.5,31.7,82.3
460,10,Qwen 2.5 3B Instruct,few-shot,false,657.5000112056732,11.090000063180923,44.40999961644411,64.35000056959689,547.0,26.9,123.8,4.5
461,11,Qwen 2.5 3B Instruct,few-shot,false,1017.3000030517578,49.0500009059906,38.89999967813492,125.5,,,,
462,12,Qwen 2.5 3B Instruct,few-shot,false,1899.2000045776367,43.02999997884035,143.230000032112,134.70999917387962,549.0,16.3,62.1,54.9
463,13,Qwen 2.5 3B Instruct,few-shot,false,4149.800009727478,98.50999999977648,145.8600003812462,619.4499995708466,371.0,16.4,4.9,27.3
464,14,Qwen 2.5 3B Instruct,few-shot,false,1024.6000020503998,33.650000400841236,14.209999959915876,191.51999926567078,547.0,6.8,39.2,4.5
465,15,Qwen 2.5 3B Instruct,few-shot,false,78188.99999809265,1158.0400000009686,2607.309999236837,13131.669999975711,264.0,2.8,23.5,4.6
466,16,Qwen 2.5 3B Instruct,few-shot,false,16646.6997756958,87.65999918617308,1537.6199998203665,670.2399999592453,163.7,0.9,0.9,14.7
467,17,Qwen 2.5 3B Instruct,few-shot,false,945.2999966144562,11.690000101923943,3.1400000397115946,231.60000053048134,,,,
468,18,Qwen 2.5 3B Instruct,few-shot,false,149153.60000145435,5262.709999926388,632.4900000095367,30058.11000019312,2456.0,6.9,139.7,4.5
469,19,Qwen 2.5 3B Instruct,few-shot,false,4526.200004577637,119.94999994337559,60.779999017715454,850.7699993941933,,,,
470,20,Qwen 2.5 3B Instruct,few-shot,false,1969.4000005722046,61.220000348985195,28.80000004172325,358.5499994009733,103.7,0.3,0.5,1.9
471,21,Qwen 2.5 3B Instruct,few-shot,false,4713.30001449585,136.6499999910593,78.19000017642975,843.0299996230751,245.0,10.2,13.8,24.5
472,22,Qwen 2.5 3B Instruct,few-shot,false,738.9000034332275,21.330000068992376,6.540000203996897,154.56000113487244,,,,
473,23,Qwen 2.5 3B Instruct,few-shot,false,536.8000018596649,46.01000007241964,8.5500000808388,82.88000102341175,649.8,27.0,31.7,6.9
474,24,Qwen 2.5 3B Instruct,few-shot,false,2855.800003051758,31.21999990940094,184.55000019073486,305.2200000882149,284.0,6.2,26.4,5.0
475,25,Qwen 2.5 3B Instruct,few-shot,false,793.6999994516373,92.01999977976084,9.619999911636114,91.58999973535538,,,,
476,26,Qwen 2.5 3B Instruct,few-shot,false,2396.7999963760376,36.449999989941716,21.739999629557133,517.5799998734146,,,,
477,27,Qwen 2.5 3B Instruct,few-shot,false,383.0999994277954,28.789999950677156,10.87999982573092,55.340000450611115,,,,
478,28,Qwen 2.5 3B Instruct,few-shot,false,3348.600016117096,58.88000035658479,128.25000002607703,547.6900000665337,867.0,21.0,93.2,84.0
479,29,Qwen 2.5 3B Instruct,few-shot,false,1745.7999930381775,66.85000034421682,109.60000000707805,167.2600005865097,,,,
480,30,Qwen 2.5 3B Instruct,few-shot,false,286.5,6.319999933242798,11.959999978542328,38.69999980926514,273.0,8.4,29.4,20.2
481,31,Qwen 2.5 3B Instruct,few-shot,false,641.1000003814697,30.079999938607216,39.259998835623264,46.11999953724444,324.0,6.8,26.7,3.4
482,32,Qwen 2.5 3B Instruct,few-shot,false,2140.499987602234,39.89999979548156,37.74999912455678,412.5999998729676,374.0,5.2,25.8,37.4
483,33,Qwen 2.5 3B Instruct,few-shot,false,1062.4000000953674,133.67000080272555,18.879999917000532,87.75000101327896,,,,
484,34,Qwen 2.5 3B Instruct,few-shot,false,1658.6000006198883,35.28000021725893,115.31000000052154,160.4299996495247,,,,
485,35,Qwen 2.5 3B Instruct,few-shot,false,2489.699987411499,75.89999986626208,149.42999995686114,215.8699995279312,,,,
486,36,Qwen 2.5 3B Instruct,few-shot,false,1736.5999999046326,11.369999960064888,1.5900000035762787,464.85000072419643,345.0,4.5,0.8,79.4
487,37,Qwen 2.5 3B Instruct,few-shot,false,698.7999992370605,22.939999997615814,37.740000028163195,85.1699989438057,,,,
488,38,Qwen 2.5 3B Instruct,few-shot,false,518.1000008583069,34.12999998033047,15.250000020489097,67.49000066518784,728.0,36.8,94.6,4.5
489,39,Qwen 2.5 3B Instruct,few-shot,false,4191.699996471405,116.25999984145164,17.37999999895692,877.9400005936623,,,,
490,40,Qwen 2.5 3B Instruct,few-shot,false,2192.099998474121,109.46999964118004,151.75999958999455,137.2499982714653,,,,
491,41,Qwen 2.5 3B Instruct,few-shot,false,4663.299999952316,185.49999967217445,127.98999980837107,706.6500000357628,3456.0,19.7,287.9,45.4
492,42,Qwen 2.5 3B Instruct,few-shot,false,50556.80001091957,5211.249999925494,3428.639999749139,69.51999819278717,,,,
493,43,Qwen 2.5 3B Instruct,few-shot,false,3300.5,89.2500024586916,96.49999894201756,536.7999992370605,249.0,1.9,8.7,24.3
494,44,Qwen 2.5 3B Instruct,few-shot,false,4290.800005435944,205.55000007525086,194.45999886840582,442.84000045992434,726.0,37.2,84.3,6.2
495,45,Qwen 2.5 3B Instruct,few-shot,false,562.7000122070312,19.540000200271606,19.519999980926514,84.20000040531158,,,,
496,46,Qwen 2.5 3B Instruct,few-shot,false,6272.900017738342,150.14000002667308,162.13000022247434,1078.900000333786,,,,
497,47,Qwen 2.5 3B Instruct,few-shot,false,669.2000045776367,10.679999977350235,8.46000000089407,156.5,459.0,1.8,16.5,19.1
498,48,Qwen 2.5 3B Instruct,few-shot,false,950.00000166893,16.310000024735928,7.62999995611608,215.2800000011921,,,,
499,49,Qwen 2.5 3B Instruct,few-shot,false,932.0999994277954,47.1800000667572,66.24999979138374,44.01000061631203,152.0,6.9,7.3,1.5
500,50,Qwen 2.5 3B Instruct,few-shot,false,1531.1000008583069,16.31000006198883,67.02000000141561,236.96000039577484,183.0,1.2,9.7,13.5
501,1,Qwen 2.5 3B Instruct,chain-of-thought,false,544.4000000953674,28.239999897778034,14.849999971687794,73.72999906539917,285.3,19.3,14.7,38.2
502,2,Qwen 2.5 3B Instruct,chain-of-thought,false,8082.799968719482,219.04000005126,107.9800009727478,1526.2300002872944,0.0,0.0,0.0,0.0
503,3,Qwen 2.5 3B Instruct,chain-of-thought,false,450.699999332428,28.399999890476465,3.900000035762787,87.39000087976456,249.5,21.8,18.3,49.5
504,4,Qwen 2.5 3B Instruct,chain-of-thought,false,2557.1000022888184,126.38999999314547,75.18999978713691,345.8999995291233,,,,
505,5,Qwen 2.5 3B Instruct,chain-of-thought,false,1896.2999992370605,65.6999998986721,28.510000048205256,338.8499997854233,0.0,0.0,0.0,0.0
506,6,Qwen 2.5 3B Instruct,chain-of-thought,false,1327.400007724762,91.18999999761581,60.900000005960464,119.91999989748001,0.0,0.0,0.0,0.0
507,7,Qwen 2.5 3B Instruct,chain-of-thought,false,1093.2000122070312,11.199999988079071,53.05000000074506,145.94999885559082,792.5,5.0,64.0,69.0
508,8,Qwen 2.5 3B Instruct,chain-of-thought,false,1783.7000031471252,73.54999992996454,58.36999977566302,272.4999993443489,1295.8,36.5,4.6,98.5
509,9,Qwen 2.5 3B Instruct,chain-of-thought,false,1290.5000038146973,9.710000112652779,4.190000012516975,311.50000190734863,234.5,3.0,7.1,26.3
510,10,Qwen 2.5 3B Instruct,chain-of-thought,false,657.5000112056732,11.090000063180923,44.40999961644411,64.35000056959689,0.0,0.0,0.0,0.0
511,11,Qwen 2.5 3B Instruct,chain-of-thought,false,1017.3000030517578,49.0500009059906,38.89999967813492,125.5,,,,
512,12,Qwen 2.5 3B Instruct,chain-of-thought,false,1899.2000045776367,43.02999997884035,143.230000032112,134.70999917387962,0.0,0.0,0.0,0.0
513,13,Qwen 2.5 3B Instruct,chain-of-thought,false,4149.800009727478,98.50999999977648,145.8600003812462,619.4499995708466,256.9,8.5,13.7,26.9
514,14,Qwen 2.5 3B Instruct,chain-of-thought,false,1024.6000020503998,33.650000400841236,14.209999959915876,191.51999926567078,1285.0,8.0,74.2,106.0
515,15,Qwen 2.5 3B Instruct,chain-of-thought,false,78188.99999809265,1158.0400000009686,2607.309999236837,13131.669999975711,,,,
516,16,Qwen 2.5 3B Instruct,chain-of-thought,false,16646.6997756958,87.65999918617308,1537.6199998203665,670.2399999592453,0.0,0.0,0.0,0.0
517,17,Qwen 2.5 3B Instruct,chain-of-thought,false,945.2999966144562,11.690000101923943,3.1400000397115946,231.60000053048134,345.2,6.8,18.7,43.8
518,18,Qwen 2.5 3B Instruct,chain-of-thought,false,149153.60000145435,5262.709999926388,632.4900000095367,30058.11000019312,0.0,0.0,0.0,0.0
519,19,Qwen 2.5 3B Instruct,chain-of-thought,false,4526.200004577637,119.94999994337559,60.779999017715454,850.7699993941933,0.0,0.0,0.0,0.0
520,20,Qwen 2.5 3B Instruct,chain-of-thought,false,1969.4000005722046,61.220000348985195,28.80000004172325,358.5499994009733,236.1,15.0,4.5,62.3
521,21,Qwen 2.5 3B Instruct,chain-of-thought,false,4713.30001449585,136.6499999910593,78.19000017642975,843.0299996230751,0.0,0.0,0.0,0.0
522,22,Qwen 2.5 3B Instruct,chain-of-thought,false,738.9000034332275,21.330000068992376,6.540000203996897,154.56000113487244,249.8,16.2,15.7,39.9
523,23,Qwen 2.5 3B Instruct,chain-of-thought,false,536.8000018596649,46.01000007241964,8.5500000808388,82.88000102341175,0.0,0.0,0.0,0.0
524,24,Qwen 2.5 3B Instruct,chain-of-thought,false,2855.800003051758,31.21999990940094,184.55000019073486,305.2200000882149,258.3,5.8,19.7,26.4
525,25,Qwen 2.5 3B Instruct,chain-of-thought,false,793.6999994516373,92.01999977976084,9.619999911636114,91.58999973535538,457.8,24.3,9.6,48.9
526,26,Qwen 2.5 3B Instruct,chain-of-thought,false,2396.7999963760376,36.449999989941716,21.739999629557133,517.5799998734146,125.8,10.7,7.4,26.3
527,27,Qwen 2.5 3B Instruct,chain-of-thought,false,383.0999994277954,28.789999950677156,10.87999982573092,55.340000450611115,251.4,7.2,9.8,24.1
528,28,Qwen 2.5 3B Instruct,chain-of-thought,false,3348.600016117096,58.88000035658479,128.25000002607703,547.6900000665337,0.0,0.0,0.0,0.0
529,29,Qwen 2.5 3B Instruct,chain-of-thought,false,1745.7999930381775,66.85000034421682,109.60000000707805,167.2600005865097,0.0,0.0,0.0,0.0
530,30,Qwen 2.5 3B Instruct,chain-of-thought,false,286.5,6.319999933242798,11.959999978542328,38.69999980926514,0.0,0.0,0.0,0.0
531,31,Qwen 2.5 3B Instruct,chain-of-thought,false,641.1000003814697,30.079999938607216,39.259998835623264,46.11999953724444,895.4,35.7,62.5,49.8
532,32,Qwen 2.5 3B Instruct,chain-of-thought,false,2140.499987602234,39.89999979548156,37.74999912455678,412.5999998729676,345.7,39.3,28.9,47.2
533,33,Qwen 2.5 3B Instruct,chain-of-thought,false,1062.4000000953674,133.67000080272555,18.879999917000532,87.75000101327896,0.0,0.0,0.0,0.0
534,34,Qwen 2.5 3B Instruct,chain-of-thought,false,1658.6000006198883,35.28000021725893,115.31000000052154,160.4299996495247,1265.4,26.2,37.9,102.0
535,35,Qwen 2.5 3B Instruct,chain-of-thought,false,2489.699987411499,75.89999986626208,149.42999995686114,215.8699995279312,635.8,30.7,49.2,12.5
536,36,Qwen 2.5 3B Instruct,chain-of-thought,false,1736.5999999046326,11.369999960064888,1.5900000035762787,464.85000072419643,0.0,0.0,0.0,0.0
537,37,Qwen 2.5 3B Instruct,chain-of-thought,false,698.7999992370605,22.939999997615814,37.740000028163195,85.1699989438057,1239.8,58.0,45.7,93.0
538,38,Qwen 2.5 3B Instruct,chain-of-thought,false,518.1000008583069,34.12999998033047,15.250000020489097,67.49000066518784,0.0,0.0,0.0,0.0
539,39,Qwen 2.5 3B Instruct,chain-of-thought,false,4191.699996471405,116.25999984145164,17.37999999895692,877.9400005936623,546.2,10.2,37.9,162.4
540,40,Qwen 2.5 3B Instruct,chain-of-thought,false,2192.099998474121,109.46999964118004,151.75999958999455,137.2499982714653,0.0,0.0,0.0,0.0
541,41,Qwen 2.5 3B Instruct,chain-of-thought,false,4663.299999952316,185.49999967217445,127.98999980837107,706.6500000357628,0.0,0.0,0.0,0.0
542,42,Qwen 2.5 3B Instruct,chain-of-thought,false,50556.80001091957,5211.249999925494,3428.639999749139,69.51999819278717,329.5,47.0,14.8,35.0
543,43,Qwen 2.5 3B Instruct,chain-of-thought,false,3300.5,89.2500024586916,96.49999894201756,536.7999992370605,,,,
544,44,Qwen 2.5 3B Instruct,chain-of-thought,false,4290.800005435944,205.55000007525086,194.45999886840582,442.84000045992434,923.4,39.4,85.7,92.5
545,45,Qwen 2.5 3B Instruct,chain-of-thought,false,562.7000122070312,19.540000200271606,19.519999980926514,84.20000040531158,0.0,0.0,0.0,0.0
546,46,Qwen 2.5 3B Instruct,chain-of-thought,false,6272.900017738342,150.14000002667308,162.13000022247434,1078.900000333786,2597.6,52.3,184.5,29.1
547,47,Qwen 2.5 3B Instruct,chain-of-thought,false,669.2000045776367,10.679999977350235,8.46000000089407,156.5,0.0,0.0,0.0,0.0
548,48,Qwen 2.5 3B Instruct,chain-of-thought,false,950.00000166893,16.310000024735928,7.62999995611608,215.2800000011921,0.0,0.0,0.0,0.0
549,49,Qwen 2.5 3B Instruct,chain-of-thought,false,932.0999994277954,47.1800000667572,66.24999979138374,44.01000061631203,0.0,0.0,0.0,0.0
550,50,Qwen 2.5 3B Instruct,chain-of-thought,false,1531.1000008583069,16.31000006198883,67.02000000141561,236.96000039577484,,,,
551,1,Qwen 2.5 3B Instruct,structured-output,false,544.4000000953674,28.239999897778034,14.849999971687794,73.72999906539917,319.5,12.6,2.1,39.9
552,2,Qwen 2.5 3B Instruct,structured-output,false,8082.799968719482,219.04000005126,107.9800009727478,1526.2300002872944,,,,
553,3,Qwen 2.5 3B Instruct,structured-output,false,450.699999332428,28.399999890476465,3.900000035762787,87.39000087976456,231.9,3.8,0.9,25.7
554,4,Qwen 2.5 3B Instruct,structured-output,false,2557.1000022888184,126.38999999314547,75.18999978713691,345.8999995291233,137.5,9.2,2.0,17.3
555,5,Qwen 2.5 3B Instruct,structured-output,false,1896.2999992370605,65.6999998986721,28.510000048205256,338.8499997854233,819.5,41.2,39.8,25.7
556,6,Qwen 2.5 3B Instruct,structured-output,false,1327.400007724762,91.18999999761581,60.900000005960464,119.91999989748001,341.6,10.1,4.6,33.1
557,7,Qwen 2.5 3B Instruct,structured-output,false,1093.2000122070312,11.199999988079071,53.05000000074506,145.94999885559082,238.7,1.7,5.2,37.6
558,8,Qwen 2.5 3B Instruct,structured-output,false,1783.7000031471252,73.54999992996454,58.36999977566302,272.4999993443489,,,,
559,9,Qwen 2.5 3B Instruct,structured-output,false,1290.5000038146973,9.710000112652779,4.190000012516975,311.50000190734863,239.4,1.4,3.6,62.4
560,10,Qwen 2.5 3B Instruct,structured-output,false,657.5000112056732,11.090000063180923,44.40999961644411,64.35000056959689,125.3,2.6,7.0,13.5
561,11,Qwen 2.5 3B Instruct,structured-output,false,1017.3000030517578,49.0500009059906,38.89999967813492,125.5,348.2,11.3,16.7,82.4
562,12,Qwen 2.5 3B Instruct,structured-output,false,1899.2000045776367,43.02999997884035,143.230000032112,134.70999917387962,185.5,3.6,7.4,28.5
563,13,Qwen 2.5 3B Instruct,structured-output,false,4149.800009727478,98.50999999977648,145.8600003812462,619.4499995708466,,,,
564,14,Qwen 2.5 3B Instruct,structured-output,false,1024.6000020503998,33.650000400841236,14.209999959915876,191.51999926567078,1354.8,7.0,120.0,49.5
565,15,Qwen 2.5 3B Instruct,structured-output,false,78188.99999809265,1158.0400000009686,2607.309999236837,13131.669999975711,376.4,2.9,18.9,30.5
566,16,Qwen 2.5 3B Instruct,structured-output,false,16646.6997756958,87.65999918617308,1537.6199998203665,670.2399999592453,125.3,0.8,0.6,25.3
567,17,Qwen 2.5 3B Instruct,structured-output,false,945.2999966144562,11.690000101923943,3.1400000397115946,231.60000053048134,628.0,24.6,13.9,68.7
